series_id,date,value,description
VIXCLS,2021-04-28,17.28,CBOE Volatility Index VIX (Daily)
VIXCLS,2021-04-29,17.61,CBOE Volatility Index VIX (Daily)
VIXCLS,2021-04-30,18.61,CBOE Volatility Index VIX (Daily)
VIXCLS,2021-05-03,18.31,CBOE Volatility Index VIX (Daily)
VIXCLS,2021-05-04,19.48,CBOE Volatility Index VIX (Daily)
VIXCLS,2021-05-05,19.15,CBOE Volatility Index VIX (Daily)
VIXCLS,2021-05-06,18.39,CBOE Volatility Index VIX (Daily)
VIXCLS,2021-05-07,16.69,CBOE Volatility Index VIX (Daily)
VIXCLS,2021-05-10,19.66,CBOE Volatility Index VIX (Daily)
VIXCLS,2021-05-11,21.84,CBOE Volatility Index VIX (Daily)
VIXCLS,2021-05-12,27.59,CBOE Volatility Index VIX (Daily)
VIXCLS,2021-05-13,23.13,CBOE Volatility Index VIX (Daily)
VIXCLS,2021-05-14,18.81,CBOE Volatility Index VIX (Daily)
VIXCLS,2021-05-17,19.72,CBOE Volatility Index VIX (Daily)
VIXCLS,2021-05-18,21.34,CBOE Volatility Index VIX (Daily)
VIXCLS,2021-05-19,22.18,CBOE Volatility Index VIX (Daily)
VIXCLS,2021-05-20,20.67,CBOE Volatility Index VIX (Daily)
VIXCLS,2021-05-21,20.15,CBOE Volatility Index VIX (Daily)
VIXCLS,2021-05-24,18.4,CBOE Volatility Index VIX (Daily)
VIXCLS,2021-05-25,18.84,CBOE Volatility Index VIX (Daily)
VIXCLS,2021-05-26,17.36,CBOE Volatility Index VIX (Daily)
VIXCLS,2021-05-27,16.74,CBOE Volatility Index VIX (Daily)
VIXCLS,2021-05-28,16.76,CBOE Volatility Index VIX (Daily)
VIXCLS,2021-06-01,17.9,CBOE Volatility Index VIX (Daily)
VIXCLS,2021-06-02,17.48,CBOE Volatility Index VIX (Daily)
VIXCLS,2021-06-03,18.04,CBOE Volatility Index VIX (Daily)
VIXCLS,2021-06-04,16.42,CBOE Volatility Index VIX (Daily)
VIXCLS,2021-06-07,16.42,CBOE Volatility Index VIX (Daily)
