series_id,date,value,description
MORTGAGE30US,2022-06-30,5.7,30-Year Fixed Mortgage Rate (Weekly)
MORTGAGE30US,2022-07-07,5.3,30-Year Fixed Mortgage Rate (Weekly)
MORTGAGE30US,2022-07-14,5.51,30-Year Fixed Mortgage Rate (Weekly)
MORTGAGE30US,2022-07-21,5.54,30-Year Fixed Mortgage Rate (Weekly)
MORTGAGE30US,2022-07-28,5.3,30-Year Fixed Mortgage Rate (Weekly)
MORTGAGE30US,2022-08-04,4.99,30-Year Fixed Mortgage Rate (Weekly)
MORTGAGE30US,2022-08-11,5.22,30-Year Fixed Mortgage Rate (Weekly)
MORTGAGE30US,2022-08-18,5.13,30-Year Fixed Mortgage Rate (Weekly)
MORTGAGE30US,2022-08-25,5.55,30-Year Fixed Mortgage Rate (Weekly)
MORTGAGE30US,2022-09-01,5.66,30-Year Fixed Mortgage Rate (Weekly)
MORTGAGE30US,2022-09-08,5.89,30-Year Fixed Mortgage Rate (Weekly)
MORTGAGE30US,2022-09-15,6.02,30-Year Fixed Mortgage Rate (Weekly)
MORTGAGE30US,2022-09-22,6.29,30-Year Fixed Mortgage Rate (Weekly)
MORTGAGE30US,2022-09-29,6.7,30-Year Fixed Mortgage Rate (Weekly)
MORTGAGE30US,2022-10-06,6.66,30-Year Fixed Mortgage Rate (Weekly)
MORTGAGE30US,2022-10-13,6.92,30-Year Fixed Mortgage Rate (Weekly)
MORTGAGE30US,2022-10-20,6.94,30-Year Fixed Mortgage Rate (Weekly)
MORTGAGE30US,2022-10-27,7.08,30-Year Fixed Mortgage Rate (Weekly)
MORTGAGE30US,2022-11-03,6.95,30-Year Fixed Mortgage Rate (Weekly)
MORTGAGE30US,2022-11-10,7.08,30-Year Fixed Mortgage Rate (Weekly)
MORTGAGE30US,2022-11-17,6.61,30-Year Fixed Mortgage Rate (Weekly)
MORTGAGE30US,2022-11-23,6.58,30-Year Fixed Mortgage Rate (Weekly)
MORTGAGE30US,2022-12-01,6.49,30-Year Fixed Mortgage Rate (Weekly)
MORTGAGE30US,2022-12-08,6.33,30-Year Fixed Mortgage Rate (Weekly)
MORTGAGE30US,2022-12-15,6.31,30-Year Fixed Mortgage Rate (Weekly)
MORTGAGE30US,2022-12-22,6.27,30-Year Fixed Mortgage Rate (Weekly)
MORTGAGE30US,2022-12-29,6.42,30-Year Fixed Mortgage Rate (Weekly)
MORTGAGE30US,2023-01-05,6.48,30-Year Fixed Mortgage Rate (Weekly)
MORTGAGE30US,2023-01-12,6.33,30-Year Fixed Mortgage Rate (Weekly)
MORTGAGE30US,2023-01-19,6.15,30-Year Fixed Mortgage Rate (Weekly)
MORTGAGE30US,2023-01-26,6.13,30-Year Fixed Mortgage Rate (Weekly)
MORTGAGE30US,2023-02-02,6.09,30-Year Fixed Mortgage Rate (Weekly)
MORTGAGE30US,2023-02-09,6.12,30-Year Fixed Mortgage Rate (Weekly)
MORTGAGE30US,2023-02-16,6.32,30-Year Fixed Mortgage Rate (Weekly)
MORTGAGE30US,2023-02-23,6.5,30-Year Fixed Mortgage Rate (Weekly)
MORTGAGE30US,2023-03-02,6.65,30-Year Fixed Mortgage Rate (Weekly)
MORTGAGE30US,2023-03-09,6.73,30-Year Fixed Mortgage Rate (Weekly)
MORTGAGE30US,2023-03-16,6.6,30-Year Fixed Mortgage Rate (Weekly)
MORTGAGE30US,2023-03-23,6.42,30-Year Fixed Mortgage Rate (Weekly)
MORTGAGE30US,2023-03-30,6.32,30-Year Fixed Mortgage Rate (Weekly)
MORTGAGE30US,2023-04-06,6.28,30-Year Fixed Mortgage Rate (Weekly)
MORTGAGE30US,2023-04-13,6.27,30-Year Fixed Mortgage Rate (Weekly)
MORTGAGE30US,2023-04-20,6.39,30-Year Fixed Mortgage Rate (Weekly)
MORTGAGE30US,2023-04-27,6.43,30-Year Fixed Mortgage Rate (Weekly)
MORTGAGE30US,2023-05-04,6.39,30-Year Fixed Mortgage Rate (Weekly)
MORTGAGE30US,2023-05-11,6.35,30-Year Fixed Mortgage Rate (Weekly)
